day,rob_count_0,rob_rebelled_0,trade_count_0,trade_accepted_0,0_obey_to,farm_count_0,rob_count_1,rob_rebelled_1,trade_count_1,trade_accepted_1,1_obey_to,farm_count_1,rob_count_2,rob_rebelled_2,trade_count_2,trade_accepted_2,2_obey_to,farm_count_2,rob_count_3,rob_rebelled_3,trade_count_3,trade_accepted_3,3_obey_to,farm_count_3,rob_count_4,rob_rebelled_4,trade_count_4,trade_accepted_4,4_obey_to,farm_count_4,rob_count_5,rob_rebelled_5,trade_count_5,trade_accepted_5,5_obey_to,farm_count_5,rob_count_6,rob_rebelled_6,trade_count_6,trade_accepted_6,6_obey_to,farm_count_6,rob_count_7,rob_rebelled_7,trade_count_7,trade_accepted_7,7_obey_to,farm_count_7,rob_count_8,rob_rebelled_8,trade_count_8,trade_accepted_8,8_obey_to,farm_count_8,rob_count_9,rob_rebelled_9,trade_count_9,trade_accepted_9,9_obey_to,farm_count_9,rob_count_10,rob_rebelled_10,trade_count_10,trade_accepted_10,10_obey_to,farm_count_10,rob_count_11,rob_rebelled_11,trade_count_11,trade_accepted_11,11_obey_to,farm_count_11,rob_count_12,rob_rebelled_12,trade_count_12,trade_accepted_12,12_obey_to,farm_count_12,rob_count_13,rob_rebelled_13,trade_count_13,trade_accepted_13,13_obey_to,farm_count_13,rob_count_14,rob_rebelled_14,trade_count_14,trade_accepted_14,14_obey_to,farm_count_14
1,1,1,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,7,1,0,0,0,0,-1,1,0,0,0,0,-1,1,1,1,0,0,11,0,1,1,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,-1,1,0,0,0,0,-1,1,1,0,0,0,-1,0,0,0,0,0,-1,1,1,1,0,0,-1,0,0,0,1,0,-1,0
2,2,2,0,0,-1,0,0,0,0,0,-1,2,0,0,0,0,7,2,1,1,0,0,-1,1,0,0,0,0,-1,2,1,1,0,0,11,1,1,1,0,0,-1,1,2,0,0,0,-1,0,0,0,0,0,-1,2,1,1,0,0,-1,1,0,0,0,0,-1,2,1,0,0,0,-1,1,0,0,1,1,-1,1,1,1,0,0,-1,1,0,0,1,0,-1,1
3,2,2,0,0,-1,1,0,0,0,0,-1,3,1,1,0,0,7,2,2,2,0,0,-1,1,0,0,0,0,-1,3,1,1,0,0,11,2,2,2,0,0,-1,1,2,0,0,0,-1,1,0,0,0,0,-1,3,2,2,0,0,-1,1,0,0,0,0,-1,3,2,0,0,0,-1,1,1,1,1,1,-1,1,1,1,0,0,-1,2,0,0,2,0,-1,1
4,2,2,0,0,-1,2,0,0,0,0,-1,4,1,1,1,0,7,2,2,2,1,0,-1,1,0,0,1,0,-1,3,1,1,0,0,11,3,2,2,0,0,-1,2,2,0,0,0,-1,2,0,0,0,0,-1,4,3,3,0,0,-1,1,0,0,1,0,-1,3,2,0,0,0,-1,2,1,1,1,1,-1,2,1,1,1,1,-1,2,0,0,2,0,-1,2
5,2,2,0,0,-1,3,1,1,0,0,-1,4,1,1,1,0,7,3,2,2,1,0,-1,2,0,0,1,0,-1,4,1,1,1,0,11,3,2,2,0,0,-1,3,3,0,0,0,-1,2,0,0,0,0,-1,5,3,3,0,0,-1,2,0,0,1,0,-1,4,3,0,0,0,-1,2,1,1,1,1,-1,3,1,1,1,1,-1,3,0,0,2,0,-1,3
6,2,2,0,0,-1,4,2,1,0,0,-1,4,1,1,1,0,7,4,2,2,2,0,-1,2,1,1,1,0,-1,4,1,1,1,0,11,4,2,2,0,0,-1,4,3,0,0,0,-1,3,0,0,0,0,-1,6,3,3,0,0,-1,3,0,0,1,0,1,5,3,0,0,0,-1,3,1,1,1,1,-1,4,1,1,1,1,-1,4,0,0,2,0,-1,4
7,3,3,0,0,-1,4,3,2,0,0,-1,4,1,1,1,0,7,5,2,2,3,0,-1,2,2,2,1,0,-1,4,1,1,1,0,11,5,2,2,1,0,-1,4,3,0,0,0,-1,4,0,0,0,0,-1,7,3,3,0,0,-1,4,0,0,1,0,1,6,3,0,1,0,-1,3,1,1,1,1,-1,5,1,1,1,1,-1,5,0,0,2,0,-1,5
8,3,3,0,0,-1,5,3,2,0,0,-1,5,1,1,2,1,7,5,3,3,3,0,-1,2,2,2,1,0,-1,5,1,1,1,0,11,6,2,2,1,0,-1,5,3,0,1,0,-1,4,0,0,1,0,-1,7,3,3,0,0,-1,5,0,0,1,0,1,7,3,0,1,0,-1,4,1,1,1,1,-1,6,2,2,1,1,-1,5,0,0,2,0,-1,6
9,4,4,0,0,-1,5,4,3,0,0,-1,5,1,1,2,1,7,6,5,5,3,0,-1,2,2,2,1,0,-1,6,1,1,1,0,11,7,2,2,1,0,-1,6,4,1,1,0,-1,4,0,0,1,0,-1,8,4,4,0,0,-1,5,0,0,1,0,1,8,3,0,2,0,-1,4,1,1,1,1,-1,7,2,2,2,2,-1,5,0,0,2,0,-1,7
10,4,4,1,1,-1,6,4,3,0,0,-1,6,2,2,2,1,7,7,6,6,3,0,-1,2,2,2,1,0,-1,7,1,1,1,0,11,9,2,2,2,0,-1,7,4,1,1,0,8,5,1,0,1,0,-1,8,4,4,0,0,-1,6,0,0,1,0,1,9,3,0,3,1,-1,5,1,1,1,1,-1,8,2,2,3,2,-1,5,1,1,2,0,-1,7
